id,name,repo_url,local_path
18839,ganeti,git@github.com:ganeti/ganeti.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33823/ganeti
34068,glance,git@github.com:openstack/glance.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/31910/glance
34909,redcarpet,git@github.com:vmg/redcarpet.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33730/redcarpet
29851,spacewalk,git@github.com:spacewalkproject/spacewalk.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33912/spacewalk
23776,projectsend,git@github.com:projectsend/projectsend.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33893/projectsend
15965,snoopy,git@github.com:endroy/Snoopy.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33908/snoopy
13960,uw-imap,git@github.com:coapp-packages/uwimap.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33640/uw-imap
23810,beaker,git@github.com:beaker-project/beaker.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33778/beaker
10112,icq,git@github.com:mailru/icqdesktop.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/21060/icq
22635,adns,git://git.chiark.greenend.org.uk/~ianmdlvl/adns,
13604,yzmcms,git@github.com:yzmcms/yzmcms.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33940/yzmcms
45847,phpipam,git@github.com:phpipam/phpipam.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33887/phpipam
30255,fusionforge,git@github.com:fusionforge/fusionforge.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33822/fusionforge
667,sox,git://sox.git.sourceforge.net/gitroot/sox/sox,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/15575/sox
1419,ace,git@github.com:ajaxorg/ace.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/34306/ace
354,gsoap,git@github.com:stoneyrh/gSOAP.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33539/gsoap
1383,grub,git://git.savannah.gnu.org/git/grub,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33486/grub
1088,xboard,git://git.savannah.gnu.org/git/xboard,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/675/xboard
1400,kismet,git@github.com:kismetwireless/kismet.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33544/kismet
1408,uclibc,git@github.com:kraj/uClibc.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33545/uclibc
2721,appweb,git@github.com:embedthis/appweb.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33557/appweb
1488,knot-dns,git://gitlab.labs.nic.cz/knot/knot-dns,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/16068/knot-dns
2027,maradns,git@github.com:samboy/MaraDNS.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/1978/maradns
1959,rdesktop,git@github.com:rdesktop/rdesktop.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33551/rdesktop
2531,fvwm,git@github.com:fvwmorg/fvwm.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/8755/fvwm_fvwm
2012,l2tpns,git://git.sameswireless.fr/l2tpns,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33552/l2tpns
3766,mtr,git@github.com:traviscross/mtr.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/133/mtr
3089,xastir,git@github.com:Xastir/Xastir.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33560/xastir
3398,xfsprogs,git://git.kernel.org/pub/scm/fs/xfs/xfsprogs-dev,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/12843/xfsprogs_xfsprogs_xfsprogs-dev
1480,nagios,git@github.com:NagiosEnterprises/nagioscore.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/8790/nagios
3859,gnucash,git@github.com:Gnucash/gnucash.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/24735/gnucash_gnucash-docs_gnucash-htdocs_gnucash
1623,tmux,git@github.com:tmux/tmux.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/16153/tmux
3450,findutils,git@github.com:aixoss/findutils.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/34252/findutils
1806,rspamd,git@github.com:rspamd/rspamd.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33902/rspamd
4697,openh264,git@github.com:cisco/openh264.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/10678/openh264
4468,dnsmasq,git://thekelleys.org.uk/dnsmasq,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/16481/dnsmasq
4662,nano,git://git.savannah.gnu.org/nano,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/17912/nano
5138,ossim,git@github.com:ossimlabs/ossim.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/25353/ossim_ossim-gui_ossim-plugins_ossim
5369,nas,git://git.code.sf.net/p/nas/nas,DATA/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/25642/nas
5550,lcms,git@github.com:mm2/Little-CMS.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/11150/lcms
5471,fastjar,git@github.com:FauxFaux/fastjar.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33571/fastjar
4024,kexec-tools,git://git.kernel.org/pub/scm/utils/kernel/kexec/kexec-tools,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/10304/kexec-tools
4497,asterisk,git@github.com:asterisk/asterisk.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/22865/asterisk
4647,veracrypt,git://git.code.sf.net/p/veracrypt/code,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/87/code
4768,ledger,git@github.com:ledger/ledger.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/25291/ledger
4438,subversion,git@github.com:apache/subversion.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33565/subversion
7745,hybris,git@github.com:evilsocket/hybris.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/12439/hybris
6249,xf86-video-intel,git@github.com:freedesktop/xorg-xf86-video-intel.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/81/xf86-video-intel
5870,telegram-desktop,git@github.com:telegramdesktop/tdesktop.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/4185/telegram-desktop
7235,pimd,git@github.com:troglobit/pimd.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/1508/pimd
7564,pngcrush,git@github.com:cloudflare/pngcrush.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33582/pngcrush
7779,selinux,git@github.com:SELinuxProject/selinux.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/27004/selinux
5982,centreon,git@github.com:centreon/centreon-broker.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/24349/Centreon_centreon-dsm_centreon-engine_centreon-widget-engine-status_centreon-clapi_centreon-broker
5982,centreon,git@github.com:centreon/centreon-engine.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/16624/Centreon_centreon-dsm_centreon-engine
7500,packagekit,git@github.com:hughsie/PackageKit.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/3413/PackageKit_PackageKit-Qt_PackageKit
7773,yadifa,git@github.com:yadifa/yadifa.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/12452/yadifa
6742,make,git@github.com:mturk/gnumake.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33578/make
5780,mplayer,git@github.com:larsmagne/mplayer.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33572/mplayer
7326,dash,git@github.com:redox-os/dash.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33580/dash
5864,lua,git@github.com:lua/lua.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/11330/lua
8456,rhythmbox,git@github.com:GNOME/rhythmbox.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33899/rhythmbox
8090,cups,git@github.com:apple/cups.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/27168/cups
8519,nsd,git@github.com:NLnetLabs/nsd.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33587/nsd
8583,cmake,git@github.com:Kitware/CMake.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/14931/cmake_CMake
8403,iproute2,git@github.com:eworm-de/iproute2.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/34263/iproute2
8982,openipmi,git@github.com:cminyard/openipmi.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33592/openipmi
8319,gfs2-utils,git@github.com:andyprice/gfs2-utils.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33826/gfs2-utils
8500,fwbuilder,git@github.com:fwbuilder/fwbuilder.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/27409/fwbuilder
9172,libtomcrypt,git@github.com:libtom/libtomcrypt.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/24414/libtomcrypt
8110,fetchmail,git@github.com:Distrotech/fetchmail.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/34247/fetchmail
9520,ntfs-3g,git@github.com:vitalif/ntfs-3g.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33595/ntfs-3g
9903,nut,git@github.com:networkupstools/nut.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/13600/nut
8386,ardour,git@github.com:Ardour/ardour.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/972/ardour
8017,aria2,git@github.com:aria2/aria2.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33775/aria2
8762,wxwidgets,git@github.com:wxWidgets/wxWidgets.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/18940/wxwidgets
8330,ncurses,git@github.com:mirror/ncurses.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33585/ncurses
8745,atari800,git://git.code.sf.net/p/atari800/source,DATA/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/93/source
8030,vips,git@github.com:jcupitt/libvips.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/23224/VIPS
8690,htdig,git@github.com:roklein/htdig.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/2591/htdig-development
9950,amarok,git://anongit.kde.org/amarok,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/556/amarok
12007,kbd,git@github.com:legionus/kbd.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/129/kbd
12039,aspell,git@github.com:GNUAspell/aspell.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33611/aspell
10884,snort,git@github.com:snort3/snort3.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33600/snort
12227,qt,git@github.com:qt/qt.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33613/qt
11105,multipath-tools,git@github.com:openSUSE/multipath-tools.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33603/multipath-tools
11482,arc,git@github.com:stavro/arc.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33774/arc
11217,sysstat,git@github.com:sysstat/sysstat.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/7123/Sysstat
11065,inetutils,git@github.com:Distrotech/inetutils.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33602/inetutils
10686,freeimage,git@github.com:imazen/freeimage.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33598/freeimage
11210,cfengine,git@github.com:cfengine/core.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/14351/cfengine
11004,pfsense,git@github.com:pfsense/dpinger.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/21530/pfSense_dpinger
10446,devil,git@github.com:DentonW/DevIL.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/29208/DevIL_DevIL_DevIL
11673,mailutils,git://git.sv.gnu.org/mailutils,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/21867/mailutils
11431,pdfedit,git@github.com:nullishzero/PDFEdit.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33884/pdfedit
12122,ktorrent,git@github.com:KDE/ktorrent.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33612/ktorrent
475,powerdns,git@github.com:PowerDNS/pdns.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/24920/powerdns
1024,cryptsetup,git@github.com:mbroz/cryptsetup.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33541/cryptsetup
4702,xrdp,git@github.com:neutrinolabs/xrdp.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33568/xrdp
826,rtpproxy,git@github.com:sippy/www.rtpproxy.org.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/5679/rtpproxy_www.rtpproxy.org
1157,clang,git@github.com:llvm-mirror/clang.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/16490/clang_clang-tools-extra_clang
3770,strace,git@github.com:strace/strace.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/19574/strace_strace_code_strace
2030,upstart,git@github.com:cxmcc/ubuntu-upstart.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33554/upstart
1357,wesnoth,git@github.com:wesnoth/wesnoth.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/20193/wesnoth_svn_website_resources_wesnoth
1171,root,git@github.com:root-project/root.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/3305/ROOT
811,boost,git@github.com:boostorg/boost.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/34239/boost
2959,libjpeg-turbo,git@github.com:libjpeg-turbo/libjpeg-turbo.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/24195/libjpeg-turbo
1687,vlc,git@github.com:videolan/vlc.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/29844/videolan
3049,eog,git://gitlab.gnome.org/GNOME/eog,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/335/eog
12247,liblouis,git@github.com:liblouis/liblouis.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/22194/liblouis
612,remind,git://git.roaringpenguin.com/Remind,DATA/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/22796/remind
4051,brltty,git@github.com:brltty/brltty.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/3184/brltty
4720,pjsip,git@github.com:pjsip/pjproject.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33569/pjsip
6980,skia,git@github.com:google/skia.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/34298/skia
6621,libmicrohttpd,git@github.com:rboulton/libmicrohttpd.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33577/libmicrohttpd
8423,ganglia,git@github.com:ganglia/monitor-core.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/12783/ganglia
8637,lftp,git@github.com:lavv17/lftp.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/27492/lftp
7315,privoxy,git@github.com:fdb/privoxy-config.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/9608/privoxy-config
5942,darwin,git@github.com:yatisht/darwin.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33575/darwin
7285,naxsi,git@github.com:nbs-system/naxsi.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/610/naxsi
6082,w3m,git@github.com:tats/w3m.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/29905/w3m_project
5068,cyrus-sasl,git@github.com:cyrusimap/cyrus-sasl.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/18150/cyrus-sasl
8569,ibus,git@github.com:ibus/ibus.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/27468/ibus_ibus
5378,mongodb,git@github.com:mongodb/mongo.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/18315/mongodb
10843,mongoose,git@github.com:cesanta/mongoose.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/354/mongoose
10934,firebird,git@github.com:FirebirdSQL/firebird.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/14233/firebird_NETProvider_firebird
9943,newt,git@github.com:mlichvar/newt.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33597/newt
9212,libical,git@github.com:libical/libical.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/17266/libical
8817,dcmtk,git@github.com:DCMTK/dcmtk.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33590/dcmtk
9752,bitcoin,git@github.com:bitcoin/bitcoin.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/6313/bitcoin
11232,postfix,git@github.com:postfixadmin/postfixadmin.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33605/postfix
11762,libmwaw,git@github.com:Distrotech/libmwaw.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/34270/libmwaw
11390,man-db,git://git.sv.gnu.org/man-db,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/21691/man-db
10313,xerces-c,git@github.com:apache/xerces-c.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33934/xerces-c
9150,distcc,git@github.com:distcc/distcc.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/23333/distcc
8373,coreutils,git://git.sv.gnu.org/coreutils,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/5522/coreutils
9460,catdoc,git@github.com:petewarden/catdoc.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/20/catdoc
9449,hostapd,git://w1.fi/srv/git/hostap,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/24578/hostapd
11486,msgpuck,git@github.com:rtsisyk/msgpuck.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/5404/msgpuck
12468,alsaplayer,git@github.com:alsaplayer/alsaplayer.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/7822/alsaplayer
28159,git,git@github.com:git/git.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/329/git
17402,mod_perl,git@github.com:apache/mod_perl.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33667/mod_perl
15922,freenas,git@github.com:freenas/freenas.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/31905/freenas
22240,roaraudio,git@github.com:roaraudio/roaraudio.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33694/roaraudio
12927,libfishsound,git@github.com:kfish/libfishsound.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/11623/kfishs_libfishsound
16395,ds_9250c,git://git.savannah.gnu.org/git/patch,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/246/patch
20092,chamilo_lms,git@github.com:chamilo/chamilo-lms.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33788/chamilo_lms
14316,statcountex,git://git.sv.nongnu.org/r/freetype/freetype2,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/419/freetype2
24442,onenote,git@github.com:patrikx3/onenote.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33876/onenote
15275,.net_framework,git@github.com:Microsoft/dotnet.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33873/.net_framework
18724,chakracore,git@github.com:Microsoft/ChakraCore.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33670/chakracore
14039,tex_live,git@github.com:TeX-Live/texlive-source.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33920/tex_live
14816,pam,git@github.com:linux-pam/linux-pam.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/6437/linux-pam
14726,serf,git@github.com:hashicorp/serf.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33647/serf
17566,ultimate_member,git@github.com:ultimatemember/ultimatemember.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33922/ultimate_member
16769,gdkpixbuf,git@github.com:GNOME/gdk-pixbuf.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33662/gdkpixbuf
40117,atomic,git@github.com:boostorg/atomic.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/19322/boost_algorithm_assign_accumulators_assert_array_any_auto_index_atomic
54438,ceph,git@github.com:ceph/ceph.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/12655/ceph
21627,frox,git@github.com:Pradeo/frox.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/28339/Pradeos_frox
27417,genixcms,git@github.com:semplon/GeniXCMS.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33825/genixcms
17380,faad2,git@github.com:knik0/faad2.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33666/faad2
32564,wordnet,git@github.com:wordnet/wordnet.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33725/wordnet
30208,webapp,git@github.com:tijuca/zarafa-webapp.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33926/webapp
40820,vzctl,git@github.com:OpenVZ/vzctl.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33743/vzctl
33249,kea,git@github.com:isc-projects/kea.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/14334/kea-dhcp
39808,riot,git@github.com:RIOT-OS/RIOT.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/4041/RIOT-OS
25548,gperftools,git@github.com:gperftools/gperftools.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/25780/google-perftools
42615,firewalld,git@github.com:firewalld/firewalld.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33815/firewalld
19375,nextcloud_server,git@github.com:nextcloud/server.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33874/nextcloud_server
32815,calibre,git@github.com:kovidgoyal/calibre.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/31918/calibre
50470,brave,git@github.com:brave/brave-core.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33783/brave
42961,onionshare,git@github.com:micahflee/onionshare.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33877/onionshare
13468,libtasn1,git://git.sv.gnu.org/libtasn1,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/16638/libtasn1
30883,wine,git@github.com:wine-mirror/wine.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33719/wine
13135,mdnsresponder,git@github.com:jevinskie/mDNSResponder.git,/REPOS/repo-pipeline/scan/repo_clone_local/repo_dir/library_repos/git/33628/mdnsresponder
